sale_id,product_id,customer_id,sales_date,discount,final_price
2229,11,52,2024-12-05,0.05,616.55
2230,3,56,2024-02-01,0.15,424.15
2231,5,49,2024-05-03,0.05,122.55
2232,11,62,2024-05-06,0.1,584.1
2233,8,43,2024-09-06,0.05,151.05
2234,4,84,2024-09-17,0.1,629.1
2235,12,33,2024-06-17,0.05,160.55
2236,6,5,2024-11-04,0.2,143.2
2237,5,36,2024-04-27,0.05,122.55
2238,1,93,2024-09-01,0.15,126.65
2239,9,23,2024-07-07,0.05,569.05
2240,1,30,2024-02-05,0.1,134.1
2241,12,62,2024-07-07,0.2,135.2
2242,3,105,2024-08-24,0.05,474.05
2243,13,58,2024-09-15,0.0,549.0
2244,2,22,2024-06-24,0.05,189.05
2245,6,112,2024-10-30,0.1,161.1
2246,12,104,2024-10-04,0.0,169.0
2247,6,95,2024-12-12,0.1,161.1
2248,6,83,2024-03-05,0.0,179.0
2249,4,99,2024-12-14,0.0,699.0
2250,6,111,2024-05-24,0.15,152.15
2251,5,3,2024-05-11,0.0,129.0
2252,3,96,2024-05-28,0.1,449.1
2253,10,83,2024-02-24,0.0,189.0
2254,3,31,2024-10-23,0.05,474.05
2255,14,82,2024-10-27,0.0,99.0
2256,6,10,2024-12-02,0.1,161.1
2257,2,103,2024-06-18,0.1,179.1
2258,11,96,2024-03-26,0.05,616.55
2259,9,72,2024-09-26,0.05,569.05
2260,6,90,2024-11-01,0.0,179.0
2261,9,86,2024-01-26,0.05,569.05
2262,2,28,2024-06-02,0.05,189.05
2263,4,45,2024-01-12,0.0,699.0
2264,1,60,2024-12-09,0.0,149.0
2265,5,90,2024-08-30,0.0,129.0
2266,14,74,2024-07-22,0.0,99.0
2267,5,117,2024-07-26,0.05,122.55
2268,11,8,2024-03-13,0.15,551.65
2269,9,73,2024-12-08,0.05,569.05
2270,12,6,2024-02-16,0.2,135.2
2271,3,1,2024-12-27,0.0,499.0
2272,5,27,2024-07-05,0.05,122.55
2273,3,52,2024-12-31,0.05,474.05
2274,2,83,2024-06-02,0.15,169.15
2275,11,92,2024-05-29,0.0,649.0
2276,8,120,2024-10-09,0.0,159.0
2277,3,3,2024-11-18,0.0,499.0
2278,4,7,2024-01-08,0.05,664.05
2279,1,54,2024-06-14,0.05,141.55
2280,5,41,2024-05-02,0.0,129.0
2281,6,84,2024-10-16,0.05,170.05
2282,8,95,2024-07-11,0.05,151.05
2283,11,22,2024-06-28,0.05,616.55
2284,1,66,2024-11-27,0.1,134.1
2285,13,63,2024-09-30,0.2,439.2
2286,12,17,2024-09-02,0.15,143.65
2287,3,10,2024-03-11,0.2,399.2
2288,7,72,2024-03-19,0.1,404.1
2289,14,57,2024-07-04,0.05,94.05
2290,9,97,2024-01-05,0.05,569.05
2291,15,81,2024-12-05,0.3,209.3
2292,8,58,2024-09-01,0.0,159.0
2293,6,83,2024-04-14,0.1,161.1
2294,7,96,2024-03-29,0.15,381.65
2295,8,40,2024-05-24,0.1,143.1
2296,8,40,2024-04-24,0.1,143.1
2297,3,77,2024-06-21,0.15,424.15
2298,2,57,2024-02-05,0.3,139.3
2299,7,70,2024-10-21,0.3,314.3
2300,1,101,2024-12-24,0.1,134.1
2301,6,77,2024-06-09,0.0,179.0
2302,14,49,2024-02-06,0.0,99.0
2303,3,94,2024-08-21,0.1,449.1
2304,14,114,2024-08-27,0.05,94.05
2305,7,108,2024-02-21,0.1,404.1
2306,2,44,2024-02-11,0.1,179.1
2307,6,52,2024-12-10,0.2,143.2
2308,11,12,2024-12-10,0.05,616.55
2309,3,86,2024-09-11,0.0,499.0
2310,6,67,2024-04-16,0.0,179.0
2311,11,77,2024-03-14,0.05,616.55
2312,13,30,2024-04-30,0.0,549.0
2313,7,77,2024-07-10,0.05,426.55
2314,11,16,2024-12-16,0.1,584.1
2315,5,57,2024-11-17,0.0,129.0
2316,11,12,2024-08-22,0.0,649.0
2317,13,47,2024-05-15,0.05,521.55
2318,11,105,2024-04-22,0.1,584.1
2319,2,21,2024-09-08,0.15,169.15
2320,12,14,2024-05-12,0.1,152.1
2321,12,84,2024-01-03,0.2,135.2
2322,9,70,2024-08-23,0.1,539.1
2323,8,20,2024-02-04,0.1,143.1
2324,11,61,2024-12-24,0.05,616.55
2325,8,11,2024-01-28,0.05,151.05
2326,1,97,2024-08-27,0.0,149.0
2327,2,55,2024-03-08,0.1,179.1
2328,8,44,2024-03-05,0.05,151.05
2329,5,55,2024-02-20,0.15,109.65
2330,6,117,2024-04-06,0.0,179.0
2331,3,76,2024-10-07,0.1,449.1
2332,2,38,2024-03-07,0.05,189.05
2333,1,52,2024-11-05,0.05,141.55
2334,8,108,2024-10-06,0.05,151.05
2335,3,113,2024-05-05,0.0,499.0
2336,7,99,2024-08-02,0.1,404.1
2337,15,41,2024-12-15,0.05,284.05
2338,4,8,2024-02-24,0.0,699.0
2339,10,69,2024-06-04,0.1,170.1
2340,11,26,2024-05-24,0.05,616.55
2341,14,23,2024-03-16,0.05,94.05
2342,14,74,2024-11-24,0.2,79.2
2343,10,90,2024-07-17,0.05,179.55
2344,11,90,2024-05-28,0.0,649.0
2345,9,90,2024-11-12,0.0,599.0
2346,15,73,2024-03-04,0.15,254.15
2347,15,119,2024-05-21,0.0,299.0
2348,15,77,2024-05-10,0.0,299.0
2349,11,105,2024-06-13,0.05,616.55
2350,4,4,2024-01-11,0.15,594.15
2351,10,1,2024-07-02,0.15,160.65
2352,9,117,2024-10-28,0.15,509.15
2353,15,110,2024-12-09,0.0,299.0
2354,7,112,2024-11-15,0.2,359.2
2355,10,33,2024-06-25,0.05,179.55
2356,14,110,2024-06-22,0.0,99.0
2357,2,120,2024-09-23,0.0,199.0
2358,1,92,2024-05-17,0.05,141.55
2359,6,120,2024-07-20,0.0,179.0
2360,5,105,2024-03-04,0.15,109.65
2361,3,61,2024-11-04,0.1,449.1
2362,6,16,2024-10-12,0.15,152.15
2363,11,54,2024-12-15,0.05,616.55
2364,12,77,2024-09-10,0.05,160.55
2365,3,87,2024-12-02,0.0,499.0
2366,15,42,2024-07-19,0.0,299.0
2367,8,85,2024-05-06,0.05,151.05
2368,15,77,2024-10-09,0.1,269.1
2369,4,99,2024-06-05,0.05,664.05
2370,6,109,2024-12-23,0.0,179.0
2371,13,67,2024-10-28,0.0,549.0
2372,14,23,2024-06-02,0.2,79.2
2373,14,14,2024-07-07,0.0,99.0
2374,6,17,2024-05-31,0.1,161.1
2375,11,38,2024-01-19,0.15,551.65
2376,14,92,2024-10-06,0.15,84.15
2377,7,25,2024-06-01,0.05,426.55
2378,3,7,2024-12-06,0.05,474.05
2379,9,28,2024-07-14,0.0,599.0
2380,15,84,2024-09-01,0.15,254.15
2381,7,42,2024-11-12,0.1,404.1
2382,4,63,2024-12-17,0.3,489.3
2383,12,9,2024-03-11,0.0,169.0
2384,9,22,2024-05-20,0.05,569.05
2385,15,54,2024-11-03,0.3,209.3
2386,14,70,2024-05-19,0.0,99.0
2387,11,82,2024-09-05,0.0,649.0
2388,2,59,2024-02-28,0.0,199.0
2389,8,14,2024-12-01,0.0,159.0
2390,11,92,2024-02-04,0.0,649.0
2391,15,98,2024-03-23,0.0,299.0
2392,6,113,2024-01-31,0.0,179.0
2393,1,94,2024-04-17,0.0,149.0
2394,11,64,2024-11-25,0.2,519.2
2395,3,2,2024-10-13,0.05,474.05
2396,1,13,2024-09-25,0.1,134.1
2397,5,65,2024-08-03,0.0,129.0
2398,5,23,2024-09-23,0.0,129.0
2399,8,81,2024-11-09,0.3,111.3
2400,7,74,2024-11-13,0.15,381.65
2401,8,17,2024-07-14,0.05,151.05
2402,14,89,2024-08-08,0.05,94.05
2403,7,105,2024-04-01,0.0,449.0
2404,8,61,2024-02-26,0.05,151.05
2405,14,31,2024-06-15,0.1,89.1
2406,9,99,2024-07-05,0.3,419.3
2407,15,115,2024-12-27,0.05,284.05
2408,12,9,2024-01-23,0.05,160.55
2409,11,56,2024-07-11,0.05,616.55
2410,3,38,2024-11-30,0.1,449.1
2411,15,103,2024-03-04,0.05,284.05
2412,5,14,2024-09-03,0.05,122.55
2413,4,45,2024-01-09,0.0,699.0
2414,12,114,2024-01-02,0.0,169.0
2415,5,68,2024-11-03,0.15,109.65
2416,5,112,2024-11-22,0.15,109.65
2417,11,3,2024-07-13,0.1,584.1
2418,7,41,2024-02-09,0.15,381.65
2419,14,11,2024-02-26,0.0,99.0
2420,6,8,2024-12-10,0.15,152.15
2421,14,34,2024-12-22,0.1,89.1
2422,7,66,2024-04-04,0.2,359.2
2423,15,10,2024-10-13,0.05,284.05
2424,14,42,2024-07-12,0.0,99.0
2425,6,48,2024-12-13,0.0,179.0
2426,2,88,2024-09-04,0.15,169.15
2427,9,39,2024-08-19,0.1,539.1
2428,14,4,2024-12-09,0.05,94.05
2429,15,67,2024-12-24,0.1,269.1
2430,3,43,2024-11-30,0.1,449.1
2431,6,67,2024-05-19,0.1,161.1
2432,3,4,2024-08-02,0.05,474.05
2433,7,46,2024-09-07,0.05,426.55
2434,11,63,2024-12-17,0.15,551.65
2435,2,1,2024-09-25,0.05,189.05
2436,15,11,2024-07-18,0.05,284.05
2437,1,118,2024-03-26,0.0,149.0
2438,6,19,2024-02-17,0.05,170.05
2439,14,112,2024-01-14,0.0,99.0
2440,3,99,2024-08-31,0.1,449.1
2441,14,3,2024-09-23,0.1,89.1
2442,3,120,2024-01-23,0.0,499.0
2443,5,5,2024-07-23,0.0,129.0
2444,5,30,2024-07-28,0.0,129.0
2445,11,93,2024-07-19,0.1,584.1
2446,8,63,2024-11-04,0.1,143.1
2447,7,49,2024-01-25,0.05,426.55
2448,8,45,2024-03-10,0.1,143.1
2449,11,98,2024-06-30,0.0,649.0
2450,4,54,2024-11-22,0.0,699.0
2451,5,87,2024-01-03,0.0,129.0
2452,12,49,2024-05-01,0.2,135.2
2453,15,30,2024-06-20,0.05,284.05
2454,1,22,2024-07-30,0.0,149.0
2455,10,20,2024-12-02,0.15,160.65
2456,7,17,2024-02-03,0.05,426.55
2457,8,41,2024-07-30,0.0,159.0
2458,4,12,2024-08-26,0.1,629.1
2459,9,36,2024-03-12,0.0,599.0
2460,12,114,2024-05-11,0.0,169.0
2461,9,100,2024-05-01,0.1,539.1
2462,4,58,2024-02-04,0.1,629.1
2463,10,106,2024-01-03,0.05,179.55
2464,1,17,2024-04-27,0.3,104.3
2465,11,79,2024-11-21,0.15,551.65
2466,4,102,2024-06-18,0.0,699.0
2467,3,86,2024-04-04,0.0,499.0
2468,9,92,2024-06-10,0.0,599.0
2469,13,103,2024-03-21,0.0,549.0
2470,1,101,2024-03-17,0.1,134.1
2471,6,19,2024-04-07,0.0,179.0
2472,7,78,2024-02-25,0.1,404.1
2473,13,3,2024-07-11,0.05,521.55
2474,15,85,2024-06-09,0.0,299.0
2475,2,76,2024-09-17,0.15,169.15
2476,8,57,2024-01-13,0.15,135.15
2477,2,2,2024-10-05,0.1,179.1
2478,11,97,2024-06-01,0.1,584.1
2479,14,13,2024-12-03,0.05,94.05
2480,4,86,2024-12-08,0.3,489.3
2481,11,11,2024-01-04,0.05,616.55
2482,3,67,2024-01-16,0.1,449.1
2483,9,75,2024-11-26,0.1,539.1
2484,13,69,2024-12-20,0.05,521.55
2485,15,56,2024-07-30,0.05,284.05
2486,9,15,2024-01-19,0.1,539.1
2487,11,87,2024-06-28,0.0,649.0
2488,2,23,2024-02-09,0.05,189.05
2489,8,110,2024-12-01,0.0,159.0
2490,8,39,2024-02-26,0.0,159.0
2491,9,51,2024-05-29,0.0,599.0
2492,7,119,2024-03-09,0.05,426.55
2493,9,46,2024-05-26,0.1,539.1
2494,4,28,2024-08-30,0.15,594.15
2495,5,99,2024-08-02,0.15,109.65
2496,7,53,2024-11-08,0.2,359.2
2497,4,39,2024-01-18,0.0,699.0
2498,15,28,2024-09-16,0.0,299.0
2499,12,68,2024-04-06,0.05,160.55
2500,15,88,2024-01-13,0.0,299.0
2501,9,77,2024-09-29,0.15,509.15
2502,4,77,2024-11-30,0.05,664.05
2503,9,68,2024-10-04,0.3,419.3
2504,3,17,2024-08-02,0.15,424.15
2505,12,7,2024-11-11,0.05,160.55
2506,7,10,2024-03-08,0.1,404.1
2507,10,58,2024-11-23,0.1,170.1
2508,4,58,2024-11-23,0.0,699.0
2509,9,66,2024-11-03,0.1,539.1
2510,14,79,2024-12-09,0.1,89.1
2511,1,119,2024-10-05,0.15,126.65
2512,1,62,2024-12-11,0.0,149.0
2513,9,119,2024-11-29,0.0,599.0
2514,11,69,2024-02-22,0.1,584.1
2515,15,72,2024-02-20,0.2,239.2
2516,3,75,2024-07-04,0.15,424.15
2517,11,4,2024-07-01,0.05,616.55
2518,3,44,2024-06-23,0.0,499.0
2519,1,90,2024-07-19,0.0,149.0
2520,6,41,2024-12-03,0.1,161.1
2521,10,73,2024-08-22,0.05,179.55
2522,14,108,2024-02-18,0.2,79.2
2523,2,21,2024-04-01,0.0,199.0
2524,11,20,2024-11-14,0.2,519.2
2525,4,12,2024-04-22,0.0,699.0
2526,2,51,2024-06-01,0.0,199.0
2527,8,102,2024-12-03,0.05,151.05
2528,4,51,2024-01-14,0.0,699.0
2529,4,70,2024-10-07,0.0,699.0
2530,4,80,2024-11-06,0.0,699.0
2531,10,48,2024-09-28,0.0,189.0
2532,6,64,2024-02-20,0.05,170.05
2533,13,116,2024-01-12,0.05,521.55
2534,2,112,2024-07-14,0.05,189.05
2535,13,72,2024-12-04,0.1,494.1
2536,13,100,2024-11-20,0.0,549.0
2537,9,12,2024-11-20,0.05,569.05
2538,6,104,2024-05-15,0.0,179.0
2539,15,34,2024-11-25,0.0,299.0
2540,4,1,2024-07-04,0.05,664.05
2541,6,111,2024-11-24,0.15,152.15
2542,12,77,2024-02-20,0.05,160.55
2543,15,77,2024-10-31,0.1,269.1
2544,6,37,2024-12-18,0.15,152.15
2545,14,49,2024-01-17,0.0,99.0
2546,11,118,2024-10-21,0.1,584.1
2547,1,23,2024-10-30,0.1,134.1
2548,5,88,2024-12-17,0.1,116.1
2549,13,99,2024-02-01,0.15,466.65
2550,15,3,2024-09-23,0.05,284.05
2551,12,20,2024-06-06,0.15,143.65
2552,8,102,2024-12-29,0.1,143.1
2553,10,15,2024-02-26,0.05,179.55
2554,6,45,2024-09-09,0.15,152.15
2555,7,69,2024-09-18,0.0,449.0
2556,12,60,2024-02-15,0.0,169.0
2557,5,60,2024-10-16,0.1,116.1
2558,6,93,2024-05-28,0.0,179.0
2559,15,120,2024-06-20,0.2,239.2
2560,12,27,2024-03-27,0.05,160.55
2561,15,21,2024-07-12,0.05,284.05
2562,10,16,2024-05-03,0.1,170.1
2563,7,62,2024-03-18,0.1,404.1
2564,4,2,2024-09-27,0.2,559.2
2565,15,17,2024-06-30,0.0,299.0
2566,5,111,2024-06-30,0.05,122.55
2567,3,73,2024-09-09,0.15,424.15
2568,8,8,2024-12-10,0.05,151.05
2569,13,8,2024-12-26,0.05,521.55
2570,12,46,2024-01-26,0.1,152.1
2571,11,75,2024-02-20,0.05,616.55
2572,13,99,2024-01-11,0.1,494.1
2573,2,106,2024-02-03,0.05,189.05
2574,2,81,2024-07-02,0.15,169.15
2575,13,69,2024-06-30,0.3,384.3
2576,8,63,2024-09-22,0.1,143.1
2577,2,41,2024-11-11,0.05,189.05
2578,3,38,2024-11-19,0.05,474.05
2579,1,79,2024-10-18,0.15,126.65
2580,8,29,2024-04-11,0.05,151.05
2581,5,108,2024-08-13,0.1,116.1
2582,4,5,2024-06-10,0.15,594.15
2583,6,10,2024-04-10,0.0,179.0
2584,13,110,2024-09-04,0.0,549.0
2585,6,56,2024-12-30,0.1,161.1
2586,5,113,2024-01-04,0.1,116.1
2587,10,79,2024-01-19,0.1,170.1
2588,10,86,2024-12-18,0.05,179.55
2589,12,25,2024-12-17,0.0,169.0
2590,11,93,2024-10-24,0.0,649.0
2591,8,44,2024-06-24,0.2,127.2
2592,11,88,2024-07-30,0.1,584.1
2593,5,48,2024-06-02,0.05,122.55
2594,10,41,2024-07-02,0.2,151.2
2595,11,103,2024-03-10,0.0,649.0
2596,9,15,2024-07-10,0.05,569.05
2597,10,83,2024-10-21,0.15,160.65
2598,11,63,2024-11-13,0.05,616.55
2599,2,57,2024-01-18,0.0,199.0
2600,3,6,2024-08-18,0.05,474.05
2601,2,59,2024-02-04,0.0,199.0
2602,13,52,2024-12-25,0.1,494.1
2603,15,57,2024-07-24,0.1,269.1
2604,14,37,2024-04-27,0.15,84.15
2605,3,81,2024-11-27,0.05,474.05
2606,3,21,2024-03-11,0.05,474.05
2607,2,109,2024-07-12,0.1,179.1
2608,13,28,2024-11-25,0.1,494.1
2609,15,100,2024-02-18,0.2,239.2
2610,14,9,2024-04-28,0.15,84.15
2611,13,90,2024-01-18,0.0,549.0
2612,12,33,2024-06-20,0.15,143.65
2613,12,36,2024-01-28,0.05,160.55
2614,6,76,2024-08-05,0.0,179.0
2615,6,11,2024-05-08,0.15,152.15
2616,7,99,2024-10-16,0.3,314.3
2617,14,19,2024-06-08,0.0,99.0
2618,6,118,2024-08-16,0.2,143.2
2619,1,79,2024-09-12,0.05,141.55
2620,4,105,2024-05-29,0.05,664.05
2621,11,58,2024-10-29,0.1,584.1
2622,2,76,2024-03-07,0.0,199.0
2623,7,76,2024-09-23,0.0,449.0
2624,1,16,2024-06-06,0.2,119.2
2625,12,27,2024-06-20,0.15,143.65
2626,12,30,2024-11-11,0.1,152.1
2627,9,102,2024-01-08,0.1,539.1
2628,14,90,2024-12-21,0.1,89.1
2629,7,17,2024-11-20,0.0,449.0
2630,6,26,2024-04-25,0.05,170.05
2631,15,22,2024-06-04,0.05,284.05
2632,7,9,2024-01-19,0.0,449.0
2633,8,37,2024-08-02,0.05,151.05
2634,8,35,2024-09-30,0.0,159.0
2635,4,49,2024-10-31,0.3,489.3
2636,4,82,2024-11-14,0.1,629.1
2637,8,84,2024-12-23,0.1,143.1
2638,4,113,2024-10-30,0.05,664.05
2639,1,87,2024-11-02,0.05,141.55
2640,6,48,2024-11-26,0.0,179.0
2641,11,15,2024-05-22,0.15,551.65
2642,9,69,2024-07-23,0.05,569.05
2643,9,46,2024-09-08,0.0,599.0
2644,4,99,2024-08-31,0.05,664.05
2645,11,98,2024-04-30,0.15,551.65
2646,10,52,2024-03-05,0.05,179.55
2647,14,65,2024-11-23,0.1,89.1
2648,6,104,2024-01-03,0.0,179.0
2649,6,30,2024-10-15,0.2,143.2
2650,13,38,2024-01-06,0.0,549.0
2651,10,114,2024-04-10,0.0,189.0
2652,4,88,2024-04-18,0.05,664.05
2653,2,28,2024-01-17,0.2,159.2
2654,15,112,2024-02-23,0.05,284.05
2655,11,67,2024-11-15,0.0,649.0
2656,3,9,2024-08-09,0.15,424.15
2657,4,94,2024-01-14,0.1,629.1
2658,11,112,2024-12-25,0.1,584.1
2659,4,23,2024-01-22,0.05,664.05
2660,8,118,2024-09-08,0.1,143.1
2661,12,118,2024-01-02,0.0,169.0
2662,9,55,2024-08-04,0.0,599.0
2663,6,4,2024-04-28,0.0,179.0
2664,2,120,2024-04-30,0.1,179.1
2665,1,24,2024-02-28,0.05,141.55
2666,12,83,2024-07-16,0.15,143.65
2667,5,94,2024-04-05,0.0,129.0
2668,13,45,2024-03-26,0.05,521.55
2669,12,65,2024-10-13,0.05,160.55
2670,5,29,2024-02-01,0.05,122.55
2671,2,89,2024-12-12,0.05,189.05
2672,1,108,2024-06-24,0.05,141.55
2673,2,114,2024-10-15,0.15,169.15
2674,7,120,2024-09-17,0.0,449.0
2675,3,64,2024-08-31,0.1,449.1
2676,1,111,2024-07-19,0.05,141.55
2677,14,99,2024-09-22,0.05,94.05
2678,15,107,2024-05-22,0.1,269.1
2679,15,15,2024-12-02,0.05,284.05
2680,9,55,2024-05-08,0.1,539.1
2681,10,60,2024-12-26,0.05,179.55
2682,9,52,2024-06-07,0.05,569.05
2683,14,85,2024-03-06,0.0,99.0
2684,4,69,2024-03-26,0.0,699.0
2685,6,50,2024-08-09,0.0,179.0
2686,2,115,2024-06-12,0.1,179.1
2687,14,55,2024-05-03,0.1,89.1
2688,5,24,2024-06-15,0.2,103.2
2689,15,82,2024-12-02,0.15,254.15
2690,2,78,2024-12-06,0.15,169.15
2691,6,70,2024-01-18,0.1,161.1
2692,6,110,2024-11-03,0.1,161.1
2693,5,82,2024-05-03,0.15,109.65
2694,10,92,2024-05-10,0.1,170.1
2695,4,116,2024-04-10,0.15,594.15
2696,3,97,2024-06-20,0.15,424.15
2697,12,118,2024-12-31,0.05,160.55
2698,4,109,2024-12-01,0.1,629.1
2699,14,20,2024-01-22,0.1,89.1
2700,15,103,2024-06-01,0.05,284.05
2701,3,97,2024-01-10,0.05,474.05
2702,8,29,2024-04-01,0.1,143.1
2703,13,24,2024-02-03,0.05,521.55
2704,4,96,2024-12-02,0.15,594.15
2705,3,20,2024-01-09,0.2,399.2
2706,6,77,2024-11-19,0.2,143.2
2707,3,7,2024-06-13,0.2,399.2
2708,2,17,2024-10-01,0.0,199.0
2709,15,63,2024-01-05,0.0,299.0
2710,14,28,2024-07-22,0.0,99.0
2711,9,45,2024-04-09,0.15,509.15
2712,2,4,2024-10-28,0.1,179.1
2713,8,37,2024-03-14,0.15,135.15
2714,9,53,2024-01-26,0.05,569.05
2715,14,97,2024-12-10,0.05,94.05
2716,4,112,2024-02-18,0.05,664.05
2717,15,48,2024-01-08,0.0,299.0
2718,2,107,2024-11-02,0.0,199.0
2719,12,65,2024-11-26,0.0,169.0
2720,3,85,2024-04-29,0.2,399.2
2721,14,50,2024-11-23,0.15,84.15
2722,6,93,2024-04-20,0.05,170.05
2723,2,61,2024-10-19,0.05,189.05
2724,13,34,2024-07-17,0.1,494.1
2725,11,55,2024-06-03,0.0,649.0
2726,13,90,2024-11-09,0.05,521.55
2727,5,36,2024-08-10,0.05,122.55
2728,1,115,2024-12-21,0.0,149.0
2729,13,109,2024-11-08,0.1,494.1
2730,14,93,2024-11-15,0.05,94.05
2731,10,83,2024-01-03,0.2,151.2
2732,12,93,2024-10-16,0.0,169.0
2733,5,83,2024-12-15,0.1,116.1
2734,9,74,2024-08-23,0.0,599.0
2735,13,116,2024-05-14,0.0,549.0
2736,4,29,2024-06-19,0.0,699.0
2737,7,46,2024-11-10,0.0,449.0
2738,15,57,2024-03-24,0.05,284.05
2739,2,53,2024-01-08,0.0,199.0
2740,7,39,2024-01-10,0.2,359.2
2741,13,74,2024-12-08,0.3,384.3
2742,8,53,2024-08-07,0.05,151.05
2743,3,4,2024-01-27,0.15,424.15
2744,12,54,2024-12-06,0.0,169.0
2745,5,73,2024-12-17,0.1,116.1
2746,7,70,2024-12-03,0.0,449.0
2747,7,12,2024-12-08,0.05,426.55
2748,8,83,2024-04-29,0.0,159.0
2749,15,112,2024-03-28,0.05,284.05
2750,6,59,2024-04-18,0.05,170.05
2751,7,38,2024-10-15,0.15,381.65
2752,14,94,2024-12-25,0.05,94.05
2753,4,76,2024-03-04,0.0,699.0
2754,4,89,2024-07-12,0.0,699.0
2755,4,99,2024-06-26,0.05,664.05
2756,12,80,2024-09-28,0.05,160.55
2757,6,98,2024-05-19,0.0,179.0
2758,15,87,2024-09-11,0.15,254.15
2759,1,65,2024-12-03,0.3,104.3
2760,9,93,2024-07-18,0.2,479.2
2761,1,95,2024-01-02,0.05,141.55
2762,4,18,2024-04-26,0.0,699.0
2763,7,116,2024-12-22,0.0,449.0
2764,2,57,2024-08-05,0.1,179.1
2765,3,119,2024-11-28,0.15,424.15
2766,14,60,2024-05-03,0.2,79.2
2767,1,55,2024-07-05,0.1,134.1
2768,7,78,2024-02-22,0.05,426.55
2769,12,1,2024-05-20,0.1,152.1
2770,9,111,2024-01-17,0.05,569.05
2771,11,16,2024-03-15,0.0,649.0
2772,9,7,2024-11-17,0.15,509.15
2773,7,118,2024-05-17,0.3,314.3
2774,14,77,2024-10-16,0.05,94.05
2775,14,16,2024-11-07,0.0,99.0
2776,12,11,2024-05-12,0.0,169.0
2777,1,20,2024-08-03,0.0,149.0
2778,10,120,2024-09-19,0.0,189.0
2779,12,30,2024-12-08,0.0,169.0
2780,15,39,2024-12-26,0.1,269.1
2781,2,63,2024-07-13,0.05,189.05
2782,13,114,2024-11-01,0.1,494.1
2783,13,62,2024-09-20,0.1,494.1
2784,5,41,2024-07-28,0.1,116.1
2785,3,76,2024-02-09,0.1,449.1
2786,9,42,2024-03-13,0.05,569.05
2787,9,98,2024-01-16,0.0,599.0
2788,4,55,2024-06-02,0.15,594.15
2789,10,93,2024-12-21,0.05,179.55
2790,10,7,2024-12-30,0.2,151.2
2791,12,79,2024-04-02,0.05,160.55
2792,8,3,2024-12-07,0.15,135.15
2793,13,6,2024-08-16,0.05,521.55
2794,7,48,2024-04-02,0.05,426.55
2795,2,51,2024-12-28,0.1,179.1
2796,9,13,2024-03-16,0.1,539.1
2797,3,21,2024-03-05,0.05,474.05
2798,10,91,2024-11-25,0.05,179.55
2799,1,58,2024-09-29,0.05,141.55
2800,13,76,2024-10-12,0.15,466.65
2801,11,53,2024-02-05,0.0,649.0
2802,5,78,2024-08-26,0.1,116.1
2803,9,102,2024-08-03,0.0,599.0
2804,5,25,2024-08-27,0.15,109.65
2805,6,115,2024-01-31,0.05,170.05
2806,4,82,2024-06-16,0.0,699.0
2807,9,52,2024-05-02,0.15,509.15
2808,13,25,2024-12-12,0.0,549.0
2809,12,6,2024-11-22,0.0,169.0
2810,7,55,2024-08-07,0.15,381.65
2811,8,66,2024-12-17,0.0,159.0
2812,4,83,2024-04-22,0.0,699.0
2813,5,51,2024-03-13,0.05,122.55
2814,13,26,2024-08-22,0.05,521.55
2815,12,57,2024-12-26,0.0,169.0
2816,1,36,2024-09-28,0.05,141.55
2817,8,77,2024-11-17,0.0,159.0
2818,1,24,2024-12-14,0.1,134.1
2819,6,97,2024-11-09,0.1,161.1
2820,5,55,2024-07-29,0.05,122.55
2821,11,98,2024-08-17,0.05,616.55
2822,2,69,2024-10-31,0.2,159.2
2823,8,87,2024-11-26,0.15,135.15
2824,5,21,2024-06-14,0.2,103.2
2825,12,22,2024-08-04,0.1,152.1
2826,3,39,2024-03-26,0.05,474.05
2827,3,100,2024-12-22,0.15,424.15
2828,6,112,2024-03-04,0.1,161.1
2829,7,60,2024-08-26,0.1,404.1
2830,2,83,2024-08-24,0.1,179.1
2831,7,104,2024-08-10,0.15,381.65
2832,2,54,2024-07-03,0.0,199.0
2833,11,96,2024-03-12,0.0,649.0
2834,14,96,2024-01-01,0.1,89.1
2835,9,85,2024-11-29,0.05,569.05
2836,6,63,2024-04-05,0.05,170.05
2837,4,117,2024-03-07,0.1,629.1
2838,5,2,2024-02-06,0.1,116.1
2839,11,37,2024-02-29,0.05,616.55
2840,10,109,2024-05-30,0.1,170.1
2841,10,83,2024-03-18,0.05,179.55
2842,2,25,2024-07-13,0.0,199.0
2843,11,55,2024-06-30,0.05,616.55
2844,7,24,2024-07-08,0.2,359.2
2845,10,101,2024-02-20,0.0,189.0
2846,1,92,2024-03-19,0.1,134.1
2847,14,43,2024-01-02,0.05,94.05
2848,1,82,2024-05-20,0.05,141.55
2849,6,82,2024-06-27,0.05,170.05
2850,4,108,2024-01-05,0.05,664.05
2851,12,57,2024-09-17,0.05,160.55
2852,7,108,2024-05-31,0.05,426.55
2853,1,85,2024-03-23,0.0,149.0
2854,11,67,2024-11-17,0.0,649.0
2855,4,16,2024-03-11,0.05,664.05
2856,14,60,2024-09-10,0.05,94.05
2857,4,59,2024-12-27,0.05,664.05
2858,11,14,2024-06-01,0.05,616.55
2859,12,85,2024-08-06,0.1,152.1
2860,13,102,2024-03-07,0.0,549.0
2861,5,99,2024-05-28,0.05,122.55
2862,1,27,2024-04-21,0.0,149.0
2863,13,6,2024-07-29,0.05,521.55
