sale_id,product_id,customer_id,sales_date,discount,final_price,sales_rating
2056,4,76,2024-06-06,0.1,629.1,4.7
2057,8,110,2024-06-08,0.05,151.05,3.7
2058,10,51,2024-12-06,0.0,189.0,4.1
2059,10,79,2024-11-06,0.05,179.55,4.4
2060,15,44,2024-09-25,0.2,239.2,4.8
2061,7,12,2024-02-12,0.05,426.55,4.4
2062,15,48,2024-08-12,0.05,284.05,3.8
2063,1,102,2024-11-17,0.1,134.1,4.2
2064,9,6,2024-05-24,0.1,539.1,4.7
2065,2,2,2024-11-02,0.05,189.05,4.7
2066,10,51,2024-08-16,0.0,189.0,4.5
2067,12,120,2024-11-27,0.0,169.0,4.6
2068,4,104,2024-01-18,0.2,559.2,5.0
2069,14,18,2024-10-01,0.1,89.1,3.9
2070,7,103,2024-05-08,0.05,426.55,5.0
2071,5,67,2024-01-23,0.0,129.0,4.9
2072,6,44,2024-02-14,0.05,170.05,3.7
2073,2,36,2024-08-17,0.0,199.0,4.1
2074,14,61,2024-10-02,0.1,89.1,3.9
2075,12,11,2024-09-21,0.3,118.3,5.0
2076,9,82,2024-07-12,0.1,539.1,4.2
2077,6,33,2024-04-01,0.0,179.0,2.9
2078,13,101,2024-02-06,0.15,466.65,4.5
2079,7,116,2024-07-24,0.0,449.0,4.8
2080,3,19,2024-07-28,0.1,449.1,4.8
2081,5,32,2024-01-16,0.0,129.0,4.5
2082,7,117,2024-09-04,0.2,359.2,4.6
2083,9,107,2024-08-19,0.0,599.0,4.2
2084,15,89,2024-11-13,0.0,299.0,3.5
2085,2,97,2024-08-27,0.0,199.0,3.9
2086,8,95,2024-10-22,0.15,135.15,3.8
2087,11,7,2024-12-10,0.05,616.55,4.7
2088,5,15,2024-09-02,0.05,122.55,4.6
2089,12,22,2024-08-13,0.1,152.1,4.5
2090,10,104,2024-03-05,0.1,170.1,4.2
2091,10,50,2024-01-15,0.15,160.65,4.0
2092,13,106,2024-09-15,0.15,466.65,4.1
2093,3,35,2024-06-22,0.0,499.0,4.0
2094,11,113,2024-07-15,0.15,551.65,4.4
2095,12,24,2024-06-11,0.05,160.55,4.7
2096,1,37,2024-11-15,0.2,119.2,3.8
2097,1,100,2024-02-17,0.05,141.55,4.3
2098,4,104,2024-11-26,0.1,629.1,3.8
2099,11,14,2024-09-19,0.05,616.55,4.2
2100,12,27,2024-01-15,0.1,152.1,3.8
2101,5,45,2024-08-01,0.0,129.0,4.0
2102,14,3,2024-06-15,0.05,94.05,4.5
2103,14,63,2024-06-22,0.15,84.15,3.8
2104,14,64,2024-02-29,0.0,99.0,5.0
2105,10,108,2024-04-01,0.05,179.55,3.9
2106,13,108,2024-10-18,0.15,466.65,4.1
2107,14,35,2024-01-20,0.05,94.05,4.7
2108,5,40,2024-01-03,0.0,129.0,3.7
2109,3,65,2024-12-27,0.15,424.15,3.8
2110,2,89,2024-07-05,0.1,179.1,4.4
2111,9,54,2024-04-21,0.2,479.2,3.6
2112,3,75,2024-02-18,0.05,474.05,4.8
2113,11,2,2024-05-29,0.1,584.1,4.2
2114,7,54,2024-04-07,0.0,449.0,4.5
2115,14,45,2024-02-28,0.05,94.05,3.7
2116,5,24,2024-09-15,0.0,129.0,4.2
2117,10,30,2024-02-22,0.0,189.0,4.4
2118,5,4,2024-11-21,0.15,109.65,4.2
2119,13,106,2024-11-21,0.0,549.0,4.2
2120,14,97,2024-09-17,0.05,94.05,4.0
2121,7,18,2024-10-26,0.15,381.65,4.3
2122,10,9,2024-12-15,0.1,170.1,4.3
2123,15,44,2024-09-19,0.0,299.0,4.6
2124,8,100,2024-12-16,0.05,151.05,5.0
2125,11,65,2024-09-06,0.2,519.2,4.3
2126,1,26,2024-12-30,0.05,141.55,4.1
2127,8,18,2024-07-22,0.05,151.05,4.7
2128,3,116,2024-01-09,0.05,474.05,4.5
2129,11,97,2024-07-05,0.15,551.65,3.7
2130,7,6,2024-03-24,0.05,426.55,5.0
2131,3,69,2024-11-17,0.1,449.1,4.1
2132,2,115,2024-08-08,0.0,199.0,4.8
2133,3,72,2024-08-28,0.0,499.0,3.3
2134,7,100,2024-05-24,0.15,381.65,3.5
2135,2,72,2024-06-05,0.0,199.0,4.2
2136,15,76,2024-11-01,0.3,209.3,3.9
2137,15,88,2024-11-26,0.05,284.05,4.0
2138,15,61,2024-12-19,0.15,254.15,3.8
2139,10,1,2024-10-31,0.1,170.1,4.4
2140,9,64,2024-03-12,0.15,509.15,4.5
2141,13,81,2024-02-28,0.1,494.1,5.0
2142,10,1,2024-02-22,0.0,189.0,4.7
2143,1,65,2024-11-20,0.05,141.55,4.2
2144,13,90,2024-10-17,0.05,521.55,3.7
2145,2,65,2024-02-23,0.15,169.15,3.3
2146,12,5,2024-06-03,0.0,169.0,2.7
2147,6,46,2024-01-06,0.0,179.0,4.4
2148,5,30,2024-04-18,0.0,129.0,5.0
2149,13,69,2024-05-03,0.1,494.1,4.6
2150,11,31,2024-01-09,0.0,649.0,3.6
2151,13,90,2024-11-01,0.0,549.0,5.0
2152,7,4,2024-05-28,0.2,359.2,4.3
2153,4,58,2024-11-13,0.0,699.0,4.2
2154,9,76,2024-09-05,0.15,509.15,4.6
2155,8,99,2024-06-20,0.05,151.05,5.0
2156,3,92,2024-02-24,0.0,499.0,5.0
2157,1,17,2024-06-28,0.05,141.55,3.9
2158,14,82,2024-05-22,0.15,84.15,3.7
2159,2,74,2024-08-27,0.2,159.2,4.9
2160,5,23,2024-11-25,0.05,122.55,3.7
2161,1,99,2024-11-12,0.1,134.1,2.8
2162,7,71,2024-04-11,0.0,449.0,4.4
2163,11,25,2024-09-23,0.1,584.1,4.1
2164,15,22,2024-03-31,0.0,299.0,4.0
2165,9,26,2024-06-19,0.0,599.0,3.6
2166,9,7,2024-08-27,0.2,479.2,4.4
2167,8,14,2024-05-24,0.0,159.0,4.5
2168,14,36,2024-05-26,0.1,89.1,4.4
2169,1,92,2024-12-04,0.1,134.1,4.4
2170,2,69,2024-06-25,0.05,189.05,4.1
2171,6,21,2024-12-14,0.15,152.15,4.0
2172,6,100,2024-01-09,0.05,170.05,4.1
2173,3,39,2024-10-22,0.0,499.0,3.8
2174,2,113,2024-11-26,0.15,169.15,3.6
2175,11,117,2024-02-17,0.05,616.55,4.0
2176,5,93,2024-08-05,0.0,129.0,3.7
2177,7,89,2024-12-17,0.05,426.55,4.1
2178,12,16,2024-08-27,0.15,143.65,4.1
2179,10,117,2024-02-05,0.05,179.55,4.8
2180,14,37,2024-03-10,0.15,84.15,4.4
2181,8,50,2024-08-16,0.1,143.1,3.8
2182,15,51,2024-01-01,0.05,284.05,4.8
2183,2,30,2024-12-19,0.05,189.05,4.0
2184,7,17,2024-06-04,0.05,426.55,3.6
2185,4,7,2024-12-14,0.0,699.0,4.8
2186,14,43,2024-09-18,0.1,89.1,3.9
2187,12,74,2024-01-17,0.1,152.1,4.0
2188,11,73,2024-08-17,0.05,616.55,4.0
2189,11,75,2024-06-01,0.1,584.1,4.3
2190,7,110,2024-09-20,0.3,314.3,4.9
2191,1,58,2024-05-09,0.05,141.55,5.0
2192,8,58,2024-07-02,0.3,111.3,4.5
2193,7,115,2024-09-15,0.0,449.0,4.3
2194,7,90,2024-01-05,0.05,426.55,5.0
2195,1,104,2024-05-10,0.0,149.0,4.6
2196,13,75,2024-10-08,0.05,521.55,4.0
2197,12,23,2024-10-25,0.0,169.0,4.2
2198,4,1,2024-07-19,0.2,559.2,4.1
2199,15,65,2024-03-28,0.05,284.05,4.8
2200,13,30,2024-02-09,0.1,494.1,5.0
2201,6,40,2024-01-09,0.0,179.0,3.3
2202,3,100,2024-10-30,0.0,499.0,3.5
2203,9,76,2024-04-28,0.0,599.0,4.4
2204,1,60,2024-07-09,0.05,141.55,4.1
2205,11,114,2024-05-22,0.0,649.0,4.2
2206,4,45,2024-12-28,0.0,699.0,4.2
2207,15,47,2024-04-06,0.1,269.1,4.3
2208,9,13,2024-03-25,0.0,599.0,4.0
2209,12,46,2024-06-04,0.05,160.55,4.7
2210,13,9,2024-08-03,0.0,549.0,4.3
2211,15,59,2024-01-24,0.0,299.0,5.0
2212,7,8,2024-12-17,0.0,449.0,5.0
2213,8,37,2024-03-17,0.05,151.05,4.7
2214,9,87,2024-05-18,0.05,569.05,3.7
2215,14,107,2024-04-04,0.0,99.0,3.7
2216,5,70,2024-12-16,0.0,129.0,3.9
2217,4,63,2024-11-12,0.0,699.0,4.4
2218,7,91,2024-10-14,0.15,381.65,3.6
2219,12,74,2024-07-04,0.05,160.55,3.6
2220,14,31,2024-04-14,0.05,94.05,3.8
2221,6,96,2024-10-10,0.05,170.05,4.5
2222,13,94,2024-03-27,0.0,549.0,4.6
2223,4,58,2024-12-22,0.0,699.0,3.4
2224,15,91,2024-02-04,0.1,269.1,4.2
2225,2,79,2024-06-25,0.05,189.05,4.7
2226,9,104,2024-12-13,0.05,569.05,4.6
2227,4,60,2024-11-07,0.15,594.15,4.1
2228,7,83,2024-06-25,0.0,449.0,4.0
2229,11,52,2024-12-05,0.05,616.55,5.0
2230,3,56,2024-02-01,0.15,424.15,4.4
2231,5,49,2024-05-03,0.05,122.55,4.9
2232,11,62,2024-05-06,0.1,584.1,3.5
2233,8,43,2024-09-06,0.05,151.05,3.5
2234,4,84,2024-09-17,0.1,629.1,4.1
2235,12,33,2024-06-17,0.05,160.55,4.1
2236,6,5,2024-11-04,0.2,143.2,4.2
2237,5,36,2024-04-27,0.05,122.55,5.0
2238,1,93,2024-09-01,0.15,126.65,4.2
2239,9,23,2024-07-07,0.05,569.05,4.4
2240,1,30,2024-02-05,0.1,134.1,4.4
2241,12,62,2024-07-07,0.2,135.2,4.4
2242,3,105,2024-08-24,0.05,474.05,4.6
2243,13,58,2024-09-15,0.0,549.0,4.7
2244,2,22,2024-06-24,0.05,189.05,4.1
2245,6,112,2024-10-30,0.1,161.1,4.9
2246,12,104,2024-10-04,0.0,169.0,4.1
2247,6,95,2024-12-12,0.1,161.1,4.7
2248,6,83,2024-03-05,0.0,179.0,4.2
2249,4,99,2024-12-14,0.0,699.0,4.9
2250,6,111,2024-05-24,0.15,152.15,4.2
2251,5,3,2024-05-11,0.0,129.0,3.9
2252,3,96,2024-05-28,0.1,449.1,3.5
2253,10,83,2024-02-24,0.0,189.0,5.0
2254,3,31,2024-10-23,0.05,474.05,4.3
2255,14,82,2024-10-27,0.0,99.0,4.1
2256,6,10,2024-12-02,0.1,161.1,3.8
2257,2,103,2024-06-18,0.1,179.1,4.2
2258,11,96,2024-03-26,0.05,616.55,3.9
2259,9,72,2024-09-26,0.05,569.05,4.3
2260,6,90,2024-11-01,0.0,179.0,4.2
2261,9,86,2024-01-26,0.05,569.05,5.0
2262,2,28,2024-06-02,0.05,189.05,4.3
2263,4,45,2024-01-12,0.0,699.0,5.0
2264,1,60,2024-12-09,0.0,149.0,4.6
2265,5,90,2024-08-30,0.0,129.0,5.0
2266,14,74,2024-07-22,0.0,99.0,4.4
2267,5,117,2024-07-26,0.05,122.55,3.4
2268,11,8,2024-03-13,0.15,551.65,4.3
2269,9,73,2024-12-08,0.05,569.05,3.9
2270,12,6,2024-02-16,0.2,135.2,3.9
2271,3,1,2024-12-27,0.0,499.0,4.3
2272,5,27,2024-07-05,0.05,122.55,4.4
2273,3,52,2024-12-31,0.05,474.05,3.8
2274,2,83,2024-06-02,0.15,169.15,3.8
2275,11,92,2024-05-29,0.0,649.0,4.2
2276,8,120,2024-10-09,0.0,159.0,4.3
2277,3,3,2024-11-18,0.0,499.0,4.6
2278,4,7,2024-01-08,0.05,664.05,4.1
2279,1,54,2024-06-14,0.05,141.55,3.9
2280,5,41,2024-05-02,0.0,129.0,4.2
2281,6,84,2024-10-16,0.05,170.05,5.0
2282,8,95,2024-07-11,0.05,151.05,4.5
2283,11,22,2024-06-28,0.05,616.55,5.0
2284,1,66,2024-11-27,0.1,134.1,4.5
2285,13,63,2024-09-30,0.2,439.2,4.7
2286,12,17,2024-09-02,0.15,143.65,4.4
2287,3,10,2024-03-11,0.2,399.2,5.0
2288,7,72,2024-03-19,0.1,404.1,4.5
2289,14,57,2024-07-04,0.05,94.05,4.3
2290,9,97,2024-01-05,0.05,569.05,4.7
2291,15,81,2024-12-05,0.3,209.3,4.3
2292,8,58,2024-09-01,0.0,159.0,5.0
2293,6,83,2024-04-14,0.1,161.1,4.7
2294,7,96,2024-03-29,0.15,381.65,4.2
2295,8,40,2024-05-24,0.1,143.1,4.2
2296,8,40,2024-04-24,0.1,143.1,4.0
2297,3,77,2024-06-21,0.15,424.15,3.9
2298,2,57,2024-02-05,0.3,139.3,4.6
2299,7,70,2024-10-21,0.3,314.3,4.4
2300,1,101,2024-12-24,0.1,134.1,5.0
2301,6,77,2024-06-09,0.0,179.0,4.3
2302,14,49,2024-02-06,0.0,99.0,3.5
2303,3,94,2024-08-21,0.1,449.1,3.6
2304,14,114,2024-08-27,0.05,94.05,4.2
2305,7,108,2024-02-21,0.1,404.1,3.6
2306,2,44,2024-02-11,0.1,179.1,4.7
2307,6,52,2024-12-10,0.2,143.2,4.8
2308,11,12,2024-12-10,0.05,616.55,5.0
2309,3,86,2024-09-11,0.0,499.0,3.7
2310,6,67,2024-04-16,0.0,179.0,3.4
2311,11,77,2024-03-14,0.05,616.55,3.4
2312,13,30,2024-04-30,0.0,549.0,4.4
2313,7,77,2024-07-10,0.05,426.55,4.1
2314,11,16,2024-12-16,0.1,584.1,5.0
2315,5,57,2024-11-17,0.0,129.0,4.5
2316,11,12,2024-08-22,0.0,649.0,3.9
2317,13,47,2024-05-15,0.05,521.55,4.4
2318,11,105,2024-04-22,0.1,584.1,4.1
2319,2,21,2024-09-08,0.15,169.15,3.9
2320,12,14,2024-05-12,0.1,152.1,3.4
2321,12,84,2024-01-03,0.2,135.2,4.2
2322,9,70,2024-08-23,0.1,539.1,4.0
2323,8,20,2024-02-04,0.1,143.1,4.5
2324,11,61,2024-12-24,0.05,616.55,3.7
2325,8,11,2024-01-28,0.05,151.05,3.8
2326,1,97,2024-08-27,0.0,149.0,3.7
2327,2,55,2024-03-08,0.1,179.1,4.7
2328,8,44,2024-03-05,0.05,151.05,4.1
2329,5,55,2024-02-20,0.15,109.65,3.8
2330,6,117,2024-04-06,0.0,179.0,5.0
2331,3,76,2024-10-07,0.1,449.1,4.2
2332,2,38,2024-03-07,0.05,189.05,4.6
2333,1,52,2024-11-05,0.05,141.55,4.4
2334,8,108,2024-10-06,0.05,151.05,4.1
2335,3,113,2024-05-05,0.0,499.0,5.0
2336,7,99,2024-08-02,0.1,404.1,4.3
2337,15,41,2024-12-15,0.05,284.05,4.0
2338,4,8,2024-02-24,0.0,699.0,4.6
2339,10,69,2024-06-04,0.1,170.1,4.7
2340,11,26,2024-05-24,0.05,616.55,4.4
2341,14,23,2024-03-16,0.05,94.05,4.5
2342,14,74,2024-11-24,0.2,79.2,4.0
2343,10,90,2024-07-17,0.05,179.55,4.0
2344,11,90,2024-05-28,0.0,649.0,3.8
2345,9,90,2024-11-12,0.0,599.0,4.9
2346,15,73,2024-03-04,0.15,254.15,5.0
2347,15,119,2024-05-21,0.0,299.0,4.0
2348,15,77,2024-05-10,0.0,299.0,4.5
2349,11,105,2024-06-13,0.05,616.55,3.4
2350,4,4,2024-01-11,0.15,594.15,4.9
2351,10,1,2024-07-02,0.15,160.65,3.9
2352,9,117,2024-10-28,0.15,509.15,3.9
2353,15,110,2024-12-09,0.0,299.0,4.1
2354,7,112,2024-11-15,0.2,359.2,4.2
2355,10,33,2024-06-25,0.05,179.55,4.0
2356,14,110,2024-06-22,0.0,99.0,4.1
2357,2,120,2024-09-23,0.0,199.0,4.2
2358,1,92,2024-05-17,0.05,141.55,4.1
2359,6,120,2024-07-20,0.0,179.0,4.1
2360,5,105,2024-03-04,0.15,109.65,4.8
2361,3,61,2024-11-04,0.1,449.1,4.8
2362,6,16,2024-10-12,0.15,152.15,3.2
2363,11,54,2024-12-15,0.05,616.55,4.7
2364,12,77,2024-09-10,0.05,160.55,4.1
2365,3,87,2024-12-02,0.0,499.0,4.1
2366,15,42,2024-07-19,0.0,299.0,3.8
2367,8,85,2024-05-06,0.05,151.05,4.1
2368,15,77,2024-10-09,0.1,269.1,4.4
2369,4,99,2024-06-05,0.05,664.05,4.5
2370,6,109,2024-12-23,0.0,179.0,4.4
2371,13,67,2024-10-28,0.0,549.0,4.4
2372,14,23,2024-06-02,0.2,79.2,4.4
2373,14,14,2024-07-07,0.0,99.0,3.7
2374,6,17,2024-05-31,0.1,161.1,4.3
2375,11,38,2024-01-19,0.15,551.65,3.8
2376,14,92,2024-10-06,0.15,84.15,4.7
2377,7,25,2024-06-01,0.05,426.55,4.3
2378,3,7,2024-12-06,0.05,474.05,3.6
2379,9,28,2024-07-14,0.0,599.0,4.6
2380,15,84,2024-09-01,0.15,254.15,5.0
2381,7,42,2024-11-12,0.1,404.1,4.0
2382,4,63,2024-12-17,0.3,489.3,4.4
2383,12,9,2024-03-11,0.0,169.0,4.5
2384,9,22,2024-05-20,0.05,569.05,4.4
2385,15,54,2024-11-03,0.3,209.3,5.0
2386,14,70,2024-05-19,0.0,99.0,4.7
2387,11,82,2024-09-05,0.0,649.0,3.8
2388,2,59,2024-02-28,0.0,199.0,4.4
2389,8,14,2024-12-01,0.0,159.0,4.1
2390,11,92,2024-02-04,0.0,649.0,2.7
2391,15,98,2024-03-23,0.0,299.0,5.0
2392,6,113,2024-01-31,0.0,179.0,3.8
2393,1,94,2024-04-17,0.0,149.0,4.2
2394,11,64,2024-11-25,0.2,519.2,4.2
2395,3,2,2024-10-13,0.05,474.05,4.0
2396,1,13,2024-09-25,0.1,134.1,4.3
2397,5,65,2024-08-03,0.0,129.0,4.5
2398,5,23,2024-09-23,0.0,129.0,5.0
2399,8,81,2024-11-09,0.3,111.3,3.5
2400,7,74,2024-11-13,0.15,381.65,4.6
2401,8,17,2024-07-14,0.05,151.05,4.1
2402,14,89,2024-08-08,0.05,94.05,4.7
2403,7,105,2024-04-01,0.0,449.0,4.3
2404,8,61,2024-02-26,0.05,151.05,5.0
2405,14,31,2024-06-15,0.1,89.1,3.9
2406,9,99,2024-07-05,0.3,419.3,4.6
2407,15,115,2024-12-27,0.05,284.05,4.3
2408,12,9,2024-01-23,0.05,160.55,3.7
2409,11,56,2024-07-11,0.05,616.55,5.0
2410,3,38,2024-11-30,0.1,449.1,3.8
2411,15,103,2024-03-04,0.05,284.05,4.4
2412,5,14,2024-09-03,0.05,122.55,4.5
2413,4,45,2024-01-09,0.0,699.0,4.7
2414,12,114,2024-01-02,0.0,169.0,4.4
2415,5,68,2024-11-03,0.15,109.65,4.8
2416,5,112,2024-11-22,0.15,109.65,4.2
2417,11,3,2024-07-13,0.1,584.1,4.4
2418,7,41,2024-02-09,0.15,381.65,4.4
2419,14,11,2024-02-26,0.0,99.0,4.5
2420,6,8,2024-12-10,0.15,152.15,4.1
2421,14,34,2024-12-22,0.1,89.1,4.9
2422,7,66,2024-04-04,0.2,359.2,4.3
2423,15,10,2024-10-13,0.05,284.05,3.5
2424,14,42,2024-07-12,0.0,99.0,4.2
2425,6,48,2024-12-13,0.0,179.0,3.6
2426,2,88,2024-09-04,0.15,169.15,4.7
2427,9,39,2024-08-19,0.1,539.1,4.3
2428,14,4,2024-12-09,0.05,94.05,5.0
2429,15,67,2024-12-24,0.1,269.1,3.3
2430,3,43,2024-11-30,0.1,449.1,4.8
2431,6,67,2024-05-19,0.1,161.1,5.0
2432,3,4,2024-08-02,0.05,474.05,4.2
2433,7,46,2024-09-07,0.05,426.55,4.8
2434,11,63,2024-12-17,0.15,551.65,4.8
2435,2,1,2024-09-25,0.05,189.05,4.3
2436,15,11,2024-07-18,0.05,284.05,4.0
2437,1,118,2024-03-26,0.0,149.0,4.4
2438,6,19,2024-02-17,0.05,170.05,5.0
2439,14,112,2024-01-14,0.0,99.0,4.1
2440,3,99,2024-08-31,0.1,449.1,4.4
2441,14,3,2024-09-23,0.1,89.1,4.3
2442,3,120,2024-01-23,0.0,499.0,4.5
2443,5,5,2024-07-23,0.0,129.0,4.0
2444,5,30,2024-07-28,0.0,129.0,4.5
2445,11,93,2024-07-19,0.1,584.1,4.3
2446,8,63,2024-11-04,0.1,143.1,4.0
2447,7,49,2024-01-25,0.05,426.55,4.4
2448,8,45,2024-03-10,0.1,143.1,4.5
2449,11,98,2024-06-30,0.0,649.0,4.6
2450,4,54,2024-11-22,0.0,699.0,5.0
2451,5,87,2024-01-03,0.0,129.0,4.5
2452,12,49,2024-05-01,0.2,135.2,3.8
2453,15,30,2024-06-20,0.05,284.05,3.8
2454,1,22,2024-07-30,0.0,149.0,5.0
2455,10,20,2024-12-02,0.15,160.65,3.5
2456,7,17,2024-02-03,0.05,426.55,4.2
2457,8,41,2024-07-30,0.0,159.0,4.2
2458,4,12,2024-08-26,0.1,629.1,3.7
2459,9,36,2024-03-12,0.0,599.0,3.9
2460,12,114,2024-05-11,0.0,169.0,4.6
2461,9,100,2024-05-01,0.1,539.1,3.7
2462,4,58,2024-02-04,0.1,629.1,4.9
2463,10,106,2024-01-03,0.05,179.55,4.7
2464,1,17,2024-04-27,0.3,104.3,4.4
2465,11,79,2024-11-21,0.15,551.65,4.8
2466,4,102,2024-06-18,0.0,699.0,4.3
2467,3,86,2024-04-04,0.0,499.0,3.3
2468,9,92,2024-06-10,0.0,599.0,4.1
2469,13,103,2024-03-21,0.0,549.0,3.9
2470,1,101,2024-03-17,0.1,134.1,4.2
2471,6,19,2024-04-07,0.0,179.0,4.4
2472,7,78,2024-02-25,0.1,404.1,3.6
2473,13,3,2024-07-11,0.05,521.55,3.5
2474,15,85,2024-06-09,0.0,299.0,4.1
2475,2,76,2024-09-17,0.15,169.15,5.0
2476,8,57,2024-01-13,0.15,135.15,4.7
2477,2,2,2024-10-05,0.1,179.1,4.3
2478,11,97,2024-06-01,0.1,584.1,4.6
2479,14,13,2024-12-03,0.05,94.05,4.0
2480,4,86,2024-12-08,0.3,489.3,3.6
2481,11,11,2024-01-04,0.05,616.55,3.8
2482,3,67,2024-01-16,0.1,449.1,3.9
2483,9,75,2024-11-26,0.1,539.1,4.4
2484,13,69,2024-12-20,0.05,521.55,4.7
2485,15,56,2024-07-30,0.05,284.05,4.3
2486,9,15,2024-01-19,0.1,539.1,5.0
2487,11,87,2024-06-28,0.0,649.0,4.4
2488,2,23,2024-02-09,0.05,189.05,4.3
2489,8,110,2024-12-01,0.0,159.0,5.0
2490,8,39,2024-02-26,0.0,159.0,3.7
2491,9,51,2024-05-29,0.0,599.0,4.2
2492,7,119,2024-03-09,0.05,426.55,4.0
2493,9,46,2024-05-26,0.1,539.1,4.1
2494,4,28,2024-08-30,0.15,594.15,3.9
2495,5,99,2024-08-02,0.15,109.65,5.0
2496,7,53,2024-11-08,0.2,359.2,4.2
2497,4,39,2024-01-18,0.0,699.0,4.2
2498,15,28,2024-09-16,0.0,299.0,4.2
2499,12,68,2024-04-06,0.05,160.55,3.6
2500,15,88,2024-01-13,0.0,299.0,3.8
2501,9,77,2024-09-29,0.15,509.15,4.7
2502,4,77,2024-11-30,0.05,664.05,3.4
2503,9,68,2024-10-04,0.3,419.3,4.1
2504,3,17,2024-08-02,0.15,424.15,3.4
2505,12,7,2024-11-11,0.05,160.55,4.0
2506,7,10,2024-03-08,0.1,404.1,4.2
2507,10,58,2024-11-23,0.1,170.1,4.4
2508,4,58,2024-11-23,0.0,699.0,4.9
2509,9,66,2024-11-03,0.1,539.1,4.6
2510,14,79,2024-12-09,0.1,89.1,5.0
2511,1,119,2024-10-05,0.15,126.65,4.3
2512,1,62,2024-12-11,0.0,149.0,4.6
2513,9,119,2024-11-29,0.0,599.0,4.3
2514,11,69,2024-02-22,0.1,584.1,5.0
2515,15,72,2024-02-20,0.2,239.2,3.6
2516,3,75,2024-07-04,0.15,424.15,4.3
2517,11,4,2024-07-01,0.05,616.55,4.8
2518,3,44,2024-06-23,0.0,499.0,4.3
2519,1,90,2024-07-19,0.0,149.0,5.0
2520,6,41,2024-12-03,0.1,161.1,4.0
2521,10,73,2024-08-22,0.05,179.55,4.3
2522,14,108,2024-02-18,0.2,79.2,4.2
2523,2,21,2024-04-01,0.0,199.0,4.2
2524,11,20,2024-11-14,0.2,519.2,4.1
2525,4,12,2024-04-22,0.0,699.0,4.8
2526,2,51,2024-06-01,0.0,199.0,4.7
2527,8,102,2024-12-03,0.05,151.05,4.3
2528,4,51,2024-01-14,0.0,699.0,4.1
2529,4,70,2024-10-07,0.0,699.0,4.5
2530,4,80,2024-11-06,0.0,699.0,3.7
2531,10,48,2024-09-28,0.0,189.0,4.3
2532,6,64,2024-02-20,0.05,170.05,4.7
2533,13,116,2024-01-12,0.05,521.55,4.1
2534,2,112,2024-07-14,0.05,189.05,5.0
2535,13,72,2024-12-04,0.1,494.1,4.0
2536,13,100,2024-11-20,0.0,549.0,5.0
2537,9,12,2024-11-20,0.05,569.05,4.7
2538,6,104,2024-05-15,0.0,179.0,4.5
2539,15,34,2024-11-25,0.0,299.0,4.4
2540,4,1,2024-07-04,0.05,664.05,4.7
2541,6,111,2024-11-24,0.15,152.15,4.1
2542,12,77,2024-02-20,0.05,160.55,3.9
2543,15,77,2024-10-31,0.1,269.1,4.2
2544,6,37,2024-12-18,0.15,152.15,4.1
2545,14,49,2024-01-17,0.0,99.0,4.7
2546,11,118,2024-10-21,0.1,584.1,3.6
2547,1,23,2024-10-30,0.1,134.1,4.5
2548,5,88,2024-12-17,0.1,116.1,4.3
2549,13,99,2024-02-01,0.15,466.65,4.2
2550,15,3,2024-09-23,0.05,284.05,4.4
2551,12,20,2024-06-06,0.15,143.65,4.6
2552,8,102,2024-12-29,0.1,143.1,4.4
2553,10,15,2024-02-26,0.05,179.55,5.0
2554,6,45,2024-09-09,0.15,152.15,4.6
2555,7,69,2024-09-18,0.0,449.0,4.1
2556,12,60,2024-02-15,0.0,169.0,3.9
2557,5,60,2024-10-16,0.1,116.1,4.9
2558,6,93,2024-05-28,0.0,179.0,4.1
2559,15,120,2024-06-20,0.2,239.2,4.1
2560,12,27,2024-03-27,0.05,160.55,3.6
2561,15,21,2024-07-12,0.05,284.05,4.1
2562,10,16,2024-05-03,0.1,170.1,4.0
2563,7,62,2024-03-18,0.1,404.1,3.6
2564,4,2,2024-09-27,0.2,559.2,5.0
2565,15,17,2024-06-30,0.0,299.0,4.2
2566,5,111,2024-06-30,0.05,122.55,2.8
2567,3,73,2024-09-09,0.15,424.15,4.4
2568,8,8,2024-12-10,0.05,151.05,4.9
2569,13,8,2024-12-26,0.05,521.55,4.3
2570,12,46,2024-01-26,0.1,152.1,4.4
2571,11,75,2024-02-20,0.05,616.55,4.4
2572,13,99,2024-01-11,0.1,494.1,5.0
2573,2,106,2024-02-03,0.05,189.05,3.8
2574,2,81,2024-07-02,0.15,169.15,4.2
2575,13,69,2024-06-30,0.3,384.3,4.6
2576,8,63,2024-09-22,0.1,143.1,4.6
2577,2,41,2024-11-11,0.05,189.05,3.6
2578,3,38,2024-11-19,0.05,474.05,4.3
2579,1,79,2024-10-18,0.15,126.65,4.0
2580,8,29,2024-04-11,0.05,151.05,5.0
2581,5,108,2024-08-13,0.1,116.1,4.7
2582,4,5,2024-06-10,0.15,594.15,3.8
2583,6,10,2024-04-10,0.0,179.0,4.3
2584,13,110,2024-09-04,0.0,549.0,5.0
2585,6,56,2024-12-30,0.1,161.1,4.7
2586,5,113,2024-01-04,0.1,116.1,4.3
2587,10,79,2024-01-19,0.1,170.1,4.3
2588,10,86,2024-12-18,0.05,179.55,4.9
2589,12,25,2024-12-17,0.0,169.0,4.0
2590,11,93,2024-10-24,0.0,649.0,4.5
2591,8,44,2024-06-24,0.2,127.2,4.7
2592,11,88,2024-07-30,0.1,584.1,5.0
